"product","region","region_type","name","member","format","formats","driver","layer","geom_type","feature_count","n_fields","crs","extent","error","url","dsn"
"BUILT_INFRASTRUCTURE_POLY","STATEWIDE","statewide","BUILT_INFRASTRUCTURE_POLY_STATEWIDE.zip","built_infrastructure_poly_statewide.gdb","gdb","gdb;shp;tab","OpenFileGDB","built_infrastructure_poly_statewide","MultiPolygon",6172,13,"EPSG:28355","229498.232 5174406.375 613871.66 5631205.313","","https://listdata.thelist.tas.gov.au/opendata/data/BUILT_INFRASTRUCTURE_POLY_STATEWIDE.zip",""
"BUILT_INFRASTRUCTURE_POLY","STATEWIDE","statewide","BUILT_INFRASTRUCTURE_POLY_STATEWIDE.zip","","shp","gdb;shp;tab","ESRI Shapefile","built_infrastructure_poly_statewide","Polygon",6172,13,"EPSG:28355","229498.232 5174406.375 613871.66 5631205.313","","https://listdata.thelist.tas.gov.au/opendata/data/BUILT_INFRASTRUCTURE_POLY_STATEWIDE.zip",""
"CFT_SCENARIO_A2","STATEWIDE","statewide","CFT_SCENARIO_A2_STATEWIDE.zip","cft_scenario_a2_statewide.gdb","gdb","gdb;shp;tab","OpenFileGDB","cft_scenario_a2_statewide","MultiPolygon",721,26,"EPSG:28355","225833.175 5162169.559 626605.838 5610952.321","","https://listdata.thelist.tas.gov.au/opendata/data/CFT_SCENARIO_A2_STATEWIDE.zip",""
"CFT_SCENARIO_A2","STATEWIDE","statewide","CFT_SCENARIO_A2_STATEWIDE.zip","","shp","gdb;shp;tab","ESRI Shapefile","cft_scenario_a2_statewide","Polygon",721,26,"EPSG:28355","225833.175 5162169.559 626605.838 5610952.321","","https://listdata.thelist.tas.gov.au/opendata/data/CFT_SCENARIO_A2_STATEWIDE.zip",""
"CFT_SCENARIO_B1","STATEWIDE","statewide","CFT_SCENARIO_B1_STATEWIDE.zip","cft_scenario_b1_statewide.gdb","gdb","gdb;shp;tab","OpenFileGDB","cft_scenario_b1_statewide","MultiPolygon",721,17,"EPSG:28355","225833.175 5162169.559 626605.838 5610952.321","","https://listdata.thelist.tas.gov.au/opendata/data/CFT_SCENARIO_B1_STATEWIDE.zip",""
"CFT_SCENARIO_B1","STATEWIDE","statewide","CFT_SCENARIO_B1_STATEWIDE.zip","","shp","gdb;shp;tab","ESRI Shapefile","cft_scenario_b1_statewide","Polygon",721,17,"EPSG:28355","225833.175 5162169.559 626605.838 5610952.321","","https://listdata.thelist.tas.gov.au/opendata/data/CFT_SCENARIO_B1_STATEWIDE.zip",""
"CHM_2M","STATEWIDE","statewide","CHM_2M_STATEWIDE_OLD.zip","TAS_CHM_2m.tif","tif","tif","","","raster",,,"","","skipped: raster in zip larger than RASTER_MAX_ZIP","https://listdata.thelist.tas.gov.au/opendata/data/CHM_2M_STATEWIDE_OLD.zip",""
"CHM_2M","STATEWIDE","statewide","CHM_2M_STATEWIDE.zip","CHM_2m/Old/17-06-2024/TAS_CHM_2m.tif","tif","tif","","","raster",,,"","","skipped: raster in zip larger than RASTER_MAX_ZIP","https://listdata.thelist.tas.gov.au/opendata/data/CHM_2M_STATEWIDE.zip",""
"CHM_2M","STATEWIDE","statewide","CHM_2M_STATEWIDE.zip","CHM_2m/Old/18-08-2025/TAS_CHM_2m.tif","tif","tif","","","raster",,,"","","skipped: raster in zip larger than RASTER_MAX_ZIP","https://listdata.thelist.tas.gov.au/opendata/data/CHM_2M_STATEWIDE.zip",""
"CHM_2M","STATEWIDE","statewide","CHM_2M_STATEWIDE.zip","CHM_2m/TAS_CHM_2m.tif","tif","tif","","","raster",,,"","","skipped: raster in zip larger than RASTER_MAX_ZIP","https://listdata.thelist.tas.gov.au/opendata/data/CHM_2M_STATEWIDE.zip",""
"COASTAL_VULNERABILITY_DERWENT_ESTUARY_VALUES","STATEWIDE","statewide","COASTAL_VULNERABILITY_DERWENT_ESTUARY_VALUES_STATEWIDE.zip","coastal_vulnerability_derwent_estuary_values_statewide.gdb","gdb","gdb;shp;tab","OpenFileGDB","coastal_vulnerability_derwent_estuary_values_statewide","MultiPolygon",2928,18,"EPSG:28355","504511.8868 5232523.6659 540712.0218 5269768.8249","","https://listdata.thelist.tas.gov.au/opendata/data/COASTAL_VULNERABILITY_DERWENT_ESTUARY_VALUES_STATEWIDE.zip",""
"COASTAL_VULNERABILITY_DERWENT_ESTUARY_VALUES","STATEWIDE","statewide","COASTAL_VULNERABILITY_DERWENT_ESTUARY_VALUES_STATEWIDE.zip","","shp","gdb;shp;tab","ESRI Shapefile","coastal_vulnerability_derwent_estuary_values_statewide","Polygon",2928,18,"EPSG:28355","504511.8868 5232523.6659 540712.0218 5269768.8249","","https://listdata.thelist.tas.gov.au/opendata/data/COASTAL_VULNERABILITY_DERWENT_ESTUARY_VALUES_STATEWIDE.zip",""
"COASTAL_VULNERABILITY_DERWENT_ESTUARY_WEEDS","STATEWIDE","statewide","COASTAL_VULNERABILITY_DERWENT_ESTUARY_WEEDS_STATEWIDE.zip","coastal_vulnerability_derwent_estuary_weeds_statewide.gdb","gdb","gdb;shp;tab","OpenFileGDB","coastal_vulnerability_derwent_estuary_weeds_statewide","MultiPolygon",7754,45,"EPSG:3857","16370045.7961 -5320285.4617 16419366.5709 -5270073.1665","","https://listdata.thelist.tas.gov.au/opendata/data/COASTAL_VULNERABILITY_DERWENT_ESTUARY_WEEDS_STATEWIDE.zip",""
"COASTAL_VULNERABILITY_DERWENT_ESTUARY_WEEDS","STATEWIDE","statewide","COASTAL_VULNERABILITY_DERWENT_ESTUARY_WEEDS_STATEWIDE.zip","","shp","gdb;shp;tab","ESRI Shapefile","coastal_vulnerability_derwent_estuary_weeds_statewide","Polygon",7754,45,"EPSG:3857","16370045.7961 -5320285.4617 16419366.5709 -5270073.1665","","https://listdata.thelist.tas.gov.au/opendata/data/COASTAL_VULNERABILITY_DERWENT_ESTUARY_WEEDS_STATEWIDE.zip",""
"DHHS_AMBULANCE_STATIONS","STATEWIDE","statewide","DHHS_AMBULANCE_STATIONS_STATEWIDE.zip","dhhs_ambulance_stations_statewide.gdb","gdb","gdb;shp;tab","OpenFileGDB","dhhs_ambulance_stations","Point",45,10,"EPSG:28355","231015.182 5204256.181 608245 5575296.845","","https://listdata.thelist.tas.gov.au/opendata/data/DHHS_AMBULANCE_STATIONS_STATEWIDE.zip",""
"DHHS_AMBULANCE_STATIONS","STATEWIDE","statewide","DHHS_AMBULANCE_STATIONS_STATEWIDE.zip","","shp","gdb;shp;tab","ESRI Shapefile","dhhs_ambulance_stations_statewide","PointZ",45,10,"EPSG:28355","231015.182 5204256.181 608245 5575296.845","","https://listdata.thelist.tas.gov.au/opendata/data/DHHS_AMBULANCE_STATIONS_STATEWIDE.zip",""
"DMSDB@AGENCY_STAGING.SDE","BREAK_O_DAY","lga","DMSDB@AGENCY_STAGING.SDE_BREAK_O_DAY.zip","municipality_break_o_day.gdb","gdb","gdb;shp;tab","OpenFileGDB","municipality_break_o_day","MultiPolygon",1,11,"EPSG:28355","549394.135 5362626.543 614163.872 5471639.999","","https://listdata.thelist.tas.gov.au/opendata/data/DMSDB@AGENCY_STAGING.SDE_BREAK_O_DAY.zip",""
"DMSDB@AGENCY_STAGING.SDE","BREAK_O_DAY","lga","DMSDB@AGENCY_STAGING.SDE_BREAK_O_DAY.zip","","shp","gdb;shp;tab","ESRI Shapefile","municipality_break_o_day","Polygon",1,9,"EPSG:28355","549394.135 5362626.543 614163.872 5471639.999","","https://listdata.thelist.tas.gov.au/opendata/data/DMSDB@AGENCY_STAGING.SDE_BREAK_O_DAY.zip",""
"DMSDB@AGENCY_STAGING.SDE","GLAMORGAN_SPRING_BAY","lga","DMSDB@AGENCY_STAGING.SDE_GLAMORGAN_SPRING_BAY.zip","municipality_glamorgan_spring_bay.gdb","gdb","gdb;shp;tab","OpenFileGDB","municipality_glamorgan_spring_bay","MultiPolygon",1,11,"EPSG:28355","547137.822 5266953.961 612366.306 5370099.443","","https://listdata.thelist.tas.gov.au/opendata/data/DMSDB@AGENCY_STAGING.SDE_GLAMORGAN_SPRING_BAY.zip",""
"DMSDB@AGENCY_STAGING.SDE","GLAMORGAN_SPRING_BAY","lga","DMSDB@AGENCY_STAGING.SDE_GLAMORGAN_SPRING_BAY.zip","","shp","gdb;shp;tab","ESRI Shapefile","municipality_glamorgan_spring_bay","Polygon",1,9,"EPSG:28355","547137.822 5266953.961 612366.306 5370099.443","","https://listdata.thelist.tas.gov.au/opendata/data/DMSDB@AGENCY_STAGING.SDE_GLAMORGAN_SPRING_BAY.zip",""
"ENWAVE_GAS_DECLARED_PIPELINE_CORRIDOR","STATEWIDE","statewide","ENWAVE_GAS_DECLARED_PIPELINE_CORRIDOR_STATEWIDE.zip","Enwave_Gas_Declared_Pipeline_Corridor_statewide.gdb","gdb","gdb;shp;tab","","","",,,"","","empty gdb: system tables only, no feature classes","https://listdata.thelist.tas.gov.au/opendata/data/ENWAVE_GAS_DECLARED_PIPELINE_CORRIDOR_STATEWIDE.zip",""
"ENWAVE_GAS_DECLARED_PIPELINE_CORRIDOR","STATEWIDE","statewide","ENWAVE_GAS_DECLARED_PIPELINE_CORRIDOR_STATEWIDE.zip","","shp","gdb;shp;tab","ESRI Shapefile","Enwave_Gas_Declared_Pipeline_Corridor_statewide","Polygon",12,8,"EPSG:28355","406897.8872 5249935.3119 527264.7028 5454431.9572","","https://listdata.thelist.tas.gov.au/opendata/data/ENWAVE_GAS_DECLARED_PIPELINE_CORRIDOR_STATEWIDE.zip",""
"EPA_AQUATIC_ECOSYSTEM_DGVS_FOR_SURFACE_WATER_CATCHMENTS","STATEWIDE","statewide","EPA_AQUATIC_ECOSYSTEM_DGVS_FOR_SURFACE_WATER_CATCHMENTS_STATEWIDE.zip","EPA_Aquatic_Ecosystem_DGVs_for_Surface_Water_Catchments_statewide.gdb","gdb","gdb;shp;tab","OpenFileGDB","EPA_Aquatic_Ecosystem_DGVs_for_Surface_Water_Catchments_statewide","MultiPolygonZ",48,5,"EPSG:28355","227127.1023 5143634.5592 627489.6336 5661916.6443","","https://listdata.thelist.tas.gov.au/opendata/data/EPA_AQUATIC_ECOSYSTEM_DGVS_FOR_SURFACE_WATER_CATCHMENTS_STATEWIDE.zip",""
"EPA_AQUATIC_ECOSYSTEM_DGVS_FOR_SURFACE_WATER_CATCHMENTS","STATEWIDE","statewide","EPA_AQUATIC_ECOSYSTEM_DGVS_FOR_SURFACE_WATER_CATCHMENTS_STATEWIDE.zip","","shp","gdb;shp;tab","ESRI Shapefile","EPA_Aquatic_Ecosystem_DGVs_for_Surface_Water_Catchments_statewide","PolygonZ",48,5,"EPSG:28355","227127.1023 5143634.5592 627489.6336 5661916.6443","","https://listdata.thelist.tas.gov.au/opendata/data/EPA_AQUATIC_ECOSYSTEM_DGVS_FOR_SURFACE_WATER_CATCHMENTS_STATEWIDE.zip",""
"EPA_DISINFECTED_SEWAGE_DISCHARGE_VESSELS_CARRYING_LESS_THAN_16_PEOPLE","STATEWIDE","statewide","EPA_DISINFECTED_SEWAGE_DISCHARGE_VESSELS_CARRYING_LESS_THAN_16_PEOPLE_STATEWIDE.zip","EPA_disinfected_sewage_discharge_vessels_carrying_less_than_16_people_statewide.gdb","gdb","gdb;shp;tab","OpenFileGDB","EPA_disinfected_sewage_discharge_vessels_carrying_less_than_16_people_statewide","MultiPolygon",500,6,"EPSG:28355","227126.558 5143575.8647 627131.314 5662036.5948","","https://listdata.thelist.tas.gov.au/opendata/data/EPA_DISINFECTED_SEWAGE_DISCHARGE_VESSELS_CARRYING_LESS_THAN_16_PEOPLE_STATEWIDE.zip",""
"EPA_DISINFECTED_SEWAGE_DISCHARGE_VESSELS_CARRYING_LESS_THAN_16_PEOPLE","STATEWIDE","statewide","EPA_DISINFECTED_SEWAGE_DISCHARGE_VESSELS_CARRYING_LESS_THAN_16_PEOPLE_STATEWIDE.zip","","shp","gdb;shp;tab","ESRI Shapefile","EPA_disinfected_sewage_discharge_vessels_carrying_less_than_16_people_statewide","Polygon",500,6,"EPSG:28355","227126.558 5143575.8647 627131.314 5662036.5948","","https://listdata.thelist.tas.gov.au/opendata/data/EPA_DISINFECTED_SEWAGE_DISCHARGE_VESSELS_CARRYING_LESS_THAN_16_PEOPLE_STATEWIDE.zip",""
"EPA_NON_DISINFECTED_SEWAGE_DISCHARGE_VESSELS_CARRYING_LESS_THAN_16_PEOPLE","STATEWIDE","statewide","EPA_NON_DISINFECTED_SEWAGE_DISCHARGE_VESSELS_CARRYING_LESS_THAN_16_PEOPLE_STATEWIDE.zip","EPA_non_disinfected_sewage_discharge_vessels_carrying_less_than_16_people_statewide.gdb","gdb","gdb;shp;tab","OpenFileGDB","EPA_non_disinfected_sewage_discharge_vessels_carrying_less_than_16_people_statewide","MultiPolygon",1,6,"EPSG:28355","225183.849 5141723.406 629444.028 5663770.77","","https://listdata.thelist.tas.gov.au/opendata/data/EPA_NON_DISINFECTED_SEWAGE_DISCHARGE_VESSELS_CARRYING_LESS_THAN_16_PEOPLE_STATEWIDE.zip",""
"EPA_NON_DISINFECTED_SEWAGE_DISCHARGE_VESSELS_CARRYING_LESS_THAN_16_PEOPLE","STATEWIDE","statewide","EPA_NON_DISINFECTED_SEWAGE_DISCHARGE_VESSELS_CARRYING_LESS_THAN_16_PEOPLE_STATEWIDE.zip","","shp","gdb;shp;tab","ESRI Shapefile","EPA_non_disinfected_sewage_discharge_vessels_carrying_less_than_16_people_statewide","Polygon",1,6,"EPSG:28355","225183.849 5141723.406 629444.028 5663770.77","","https://listdata.thelist.tas.gov.au/opendata/data/EPA_NON_DISINFECTED_SEWAGE_DISCHARGE_VESSELS_CARRYING_LESS_THAN_16_PEOPLE_STATEWIDE.zip",""
"EPA_SEWAGE_DISCHARGE_VESSELS_CARRYING_16_OR_MORE_PEOPLE","STATEWIDE","statewide","EPA_SEWAGE_DISCHARGE_VESSELS_CARRYING_16_OR_MORE_PEOPLE_STATEWIDE.zip","EPA_sewage_discharge_vessels_carrying_16_or_more_people_statewide.gdb","gdb","gdb;shp;tab","OpenFileGDB","EPA_sewage_discharge_vessels_carrying_16_or_more_people_statewide","MultiPolygon",1,6,"EPSG:28355","225183.849 5141723.406 629444.028 5663770.77","","https://listdata.thelist.tas.gov.au/opendata/data/EPA_SEWAGE_DISCHARGE_VESSELS_CARRYING_16_OR_MORE_PEOPLE_STATEWIDE.zip",""
"EPA_SEWAGE_DISCHARGE_VESSELS_CARRYING_16_OR_MORE_PEOPLE","STATEWIDE","statewide","EPA_SEWAGE_DISCHARGE_VESSELS_CARRYING_16_OR_MORE_PEOPLE_STATEWIDE.zip","","shp","gdb;shp;tab","ESRI Shapefile","EPA_sewage_discharge_vessels_carrying_16_or_more_people_statewide","Polygon",1,6,"EPSG:28355","225183.849 5141723.406 629444.028 5663770.77","","https://listdata.thelist.tas.gov.au/opendata/data/EPA_SEWAGE_DISCHARGE_VESSELS_CARRYING_16_OR_MORE_PEOPLE_STATEWIDE.zip",""
"EPA_SWIMMING_BEACHES_AND_MONITORED_RECREATIONAL_WATERS_DURING_SUMMER_PERIOD","STATEWIDE","statewide","EPA_SWIMMING_BEACHES_AND_MONITORED_RECREATIONAL_WATERS_DURING_SUMMER_PERIOD_STATEWIDE.zip","EPA_Swimming_Beaches_and_monitored_recreational_waters_during_summer_period_statewide.gdb","gdb","gdb;shp;tab","OpenFileGDB","EPA_Swimming_Beaches_and_monitored_recreational_waters_during_summer_period_statewide","MultiPolygon",1,5,"EPSG:28355","353707.5055 5197684.5561 608682.0332 5488090.6235","","https://listdata.thelist.tas.gov.au/opendata/data/EPA_SWIMMING_BEACHES_AND_MONITORED_RECREATIONAL_WATERS_DURING_SUMMER_PERIOD_STATEWIDE.zip",""
"EPA_SWIMMING_BEACHES_AND_MONITORED_RECREATIONAL_WATERS_DURING_SUMMER_PERIOD","STATEWIDE","statewide","EPA_SWIMMING_BEACHES_AND_MONITORED_RECREATIONAL_WATERS_DURING_SUMMER_PERIOD_STATEWIDE.zip","","shp","gdb;shp;tab","ESRI Shapefile","EPA_Swimming_Beaches_and_monitored_recreational_waters_during_summer_period_statewide","Polygon",1,5,"EPSG:28355","353707.5055 5197684.5561 608682.0332 5488090.6235","","https://listdata.thelist.tas.gov.au/opendata/data/EPA_SWIMMING_BEACHES_AND_MONITORED_RECREATIONAL_WATERS_DURING_SUMMER_PERIOD_STATEWIDE.zip",""
"EPA_UNDERGROUND_PETROLEUM_STORAGE_SYSTEMS","STATEWIDE","statewide","EPA_UNDERGROUND_PETROLEUM_STORAGE_SYSTEMS_STATEWIDE.zip","EPA_Underground_Petroleum_Storage_Systems_statewide.gdb","gdb","gdb;shp;tab","OpenFileGDB","EPA_Underground_Petroleum_Storage_Systems_statewide","MultiPolygon",12,8,"EPSG:28355","406897.8872 5249935.3119 527264.7028 5454431.9572","","https://listdata.thelist.tas.gov.au/opendata/data/EPA_UNDERGROUND_PETROLEUM_STORAGE_SYSTEMS_STATEWIDE.zip",""
"EPA_UNDERGROUND_PETROLEUM_STORAGE_SYSTEMS","STATEWIDE","statewide","EPA_UNDERGROUND_PETROLEUM_STORAGE_SYSTEMS_STATEWIDE.zip","","shp","gdb;shp;tab","ESRI Shapefile","EPA_Underground_Petroleum_Storage_Systems_statewide","Polygon",12,8,"EPSG:28355","406897.8872 5249935.3119 527264.7028 5454431.9572","","https://listdata.thelist.tas.gov.au/opendata/data/EPA_UNDERGROUND_PETROLEUM_STORAGE_SYSTEMS_STATEWIDE.zip",""
"FT_EMERGENCY_MEETING_POINTS","STATEWIDE","statewide","FT_EMERGENCY_MEETING_POINTS_STATEWIDE.zip","FT_Emergency_Meeting_Points_statewide.gdb","gdb","gdb;shp;tab","OpenFileGDB","FT_Emergency_Meeting_Points_statewide","Point",271,34,"EPSG:28355","306211 5191677 608202 5483361","","https://listdata.thelist.tas.gov.au/opendata/data/FT_EMERGENCY_MEETING_POINTS_STATEWIDE.zip",""
"FT_EMERGENCY_MEETING_POINTS","STATEWIDE","statewide","FT_EMERGENCY_MEETING_POINTS_STATEWIDE.zip","","shp","gdb;shp;tab","ESRI Shapefile","FT_Emergency_Meeting_Points_statewide","Point",271,34,"EPSG:28355","306211 5191677 608202 5483361","","https://listdata.thelist.tas.gov.au/opendata/data/FT_EMERGENCY_MEETING_POINTS_STATEWIDE.zip",""
"GAS_PIPELINE_PLANNING_CORRIDOR","STATEWIDE","statewide","GAS_PIPELINE_PLANNING_CORRIDOR_STATEWIDE.zip","Gas_Pipeline_Planning_Corridor_statewide.gdb","gdb","gdb;shp;tab","OpenFileGDB","Gas_Pipeline_Planning_Corridor_statewide","MultiPolygon",1,8,"EPSG:28355","363168.0145 5269851.1481 532703.9008 5476434.5887","","https://listdata.thelist.tas.gov.au/opendata/data/GAS_PIPELINE_PLANNING_CORRIDOR_STATEWIDE.zip",""
"GAS_PIPELINE_PLANNING_CORRIDOR","STATEWIDE","statewide","GAS_PIPELINE_PLANNING_CORRIDOR_STATEWIDE.zip","","shp","gdb;shp;tab","ESRI Shapefile","Gas_Pipeline_Planning_Corridor_statewide","Polygon",1,8,"EPSG:28355","363168.0145 5269851.1481 532703.9008 5476434.5887","","https://listdata.thelist.tas.gov.au/opendata/data/GAS_PIPELINE_PLANNING_CORRIDOR_STATEWIDE.zip",""
"GIANT_KELP_AERIAL_SURVEY_2019","STATEWIDE","statewide","GIANT_KELP_AERIAL_SURVEY_2019_STATEWIDE.zip","Giant_Kelp_Aerial_Survey_2019_statewide.gdb","gdb","gdb;shp;tab","OpenFileGDB","Giant_Kelp_Aerial_Survey_2019_statewide","MultiPolygon",186,9,"GDA94_MGA_zone_55","491008.9746 5173158.1557 613394.2081 5477841.8188","","https://listdata.thelist.tas.gov.au/opendata/data/GIANT_KELP_AERIAL_SURVEY_2019_STATEWIDE.zip",""
"GIANT_KELP_AERIAL_SURVEY_2019","STATEWIDE","statewide","GIANT_KELP_AERIAL_SURVEY_2019_STATEWIDE.zip","","shp","gdb;shp;tab","ESRI Shapefile","Giant_Kelp_Aerial_Survey_2019_statewide","Polygon",186,9,"EPSG:28355","491008.9746 5173158.1557 613394.2081 5477841.8188","","https://listdata.thelist.tas.gov.au/opendata/data/GIANT_KELP_AERIAL_SURVEY_2019_STATEWIDE.zip",""
"HARVEST_TONNAGES_MACROCYSTIS_PYRIFERA_1970_1971","STATEWIDE","statewide","HARVEST_TONNAGES_MACROCYSTIS_PYRIFERA_1970_1971_STATEWIDE.zip","Harvest_Tonnages_Macrocystis_pyrifera_1970_1971_statewide.gdb","gdb","gdb;shp;tab","OpenFileGDB","Harvest_Tonnages_Macrocystis_pyrifera_1970_1971_statewide","Point",58,6,"EPSG:28355","492115.635 5175781.6719 610308.829 5453183.0659","","https://listdata.thelist.tas.gov.au/opendata/data/HARVEST_TONNAGES_MACROCYSTIS_PYRIFERA_1970_1971_STATEWIDE.zip",""
"HARVEST_TONNAGES_MACROCYSTIS_PYRIFERA_1970_1971","STATEWIDE","statewide","HARVEST_TONNAGES_MACROCYSTIS_PYRIFERA_1970_1971_STATEWIDE.zip","","shp","gdb;shp;tab","ESRI Shapefile","Harvest_Tonnages_Macrocystis_pyrifera_1970_1971_statewide","Point",58,6,"EPSG:28355","492115.635 5175781.6719 610308.829 5453183.0659","","https://listdata.thelist.tas.gov.au/opendata/data/HARVEST_TONNAGES_MACROCYSTIS_PYRIFERA_1970_1971_STATEWIDE.zip",""
"HERITAGE_TASMANIA_HMS_FEATURES","STATEWIDE","statewide","HERITAGE_TASMANIA_HMS_FEATURES_STATEWIDE.zip","Heritage_Tasmania_HMS_Features_statewide.gdb","gdb","gdb;shp;tab","OpenFileGDB","Heritage_Tasmania_HMS_Features_statewide","MultiPolygon",5533,13,"EPSG:28355","229895.665 5165798.45 613527.663 5633261.944","","https://listdata.thelist.tas.gov.au/opendata/data/HERITAGE_TASMANIA_HMS_FEATURES_STATEWIDE.zip",""
"HERITAGE_TASMANIA_HMS_FEATURES","STATEWIDE","statewide","HERITAGE_TASMANIA_HMS_FEATURES_STATEWIDE.zip","","shp","gdb;shp;tab","ESRI Shapefile","Heritage_Tasmania_HMS_Features_statewide","Polygon",5533,13,"EPSG:28355","229895.665 5165798.45 613527.663 5633261.944","","https://listdata.thelist.tas.gov.au/opendata/data/HERITAGE_TASMANIA_HMS_FEATURES_STATEWIDE.zip",""
"INTERIM_PLANNING_SCHEME_OVERLAY","STATEWIDE","statewide","INTERIM_PLANNING_SCHEME_OVERLAY_STATEWIDE.zip","interim_planning_scheme_overlay_statewide.gdb","gdb","gdb;shp;tab","OpenFileGDB","interim_planning_scheme_overlay_statewide","MultiPolygon",57537,13,"GDA94 / MGA zone 55 + AHD (Tasmania) height","507426.018 5179713.105 535191.944 5250488.019","","https://listdata.thelist.tas.gov.au/opendata/data/INTERIM_PLANNING_SCHEME_OVERLAY_STATEWIDE.zip",""
"INTERIM_PLANNING_SCHEME_OVERLAY","STATEWIDE","statewide","INTERIM_PLANNING_SCHEME_OVERLAY_STATEWIDE.zip","","shp","gdb;shp;tab","ESRI Shapefile","interim_planning_scheme_overlay_statewide","Polygon",57537,13,"GDA94 / MGA zone 55 + AHD (Tasmania) height","507426.018 5179713.105 535191.944 5250488.019","","https://listdata.thelist.tas.gov.au/opendata/data/INTERIM_PLANNING_SCHEME_OVERLAY_STATEWIDE.zip",""
"INTERIM_PLANNING_SCHEME_ZONE_BOUNDARIES","STATEWIDE","statewide","INTERIM_PLANNING_SCHEME_ZONE_BOUNDARIES_STATEWIDE.zip","interim_planning_scheme_zone_boundaries_statewide.gdb","gdb","gdb;shp;tab","OpenFileGDB","interim_planning_scheme_zone_boundaries_statewide","MultiLineString",79,9,"GDA94 / MGA zone 55 + AHD (Tasmania) height","513578.111 5198224.079 529622.152 5245989.442","","https://listdata.thelist.tas.gov.au/opendata/data/INTERIM_PLANNING_SCHEME_ZONE_BOUNDARIES_STATEWIDE.zip",""
"INTERIM_PLANNING_SCHEME_ZONE_BOUNDARIES","STATEWIDE","statewide","INTERIM_PLANNING_SCHEME_ZONE_BOUNDARIES_STATEWIDE.zip","","shp","gdb;shp;tab","ESRI Shapefile","interim_planning_scheme_zone_boundaries_statewide","LineString",79,9,"GDA94 / MGA zone 55 + AHD (Tasmania) height","513578.111 5198224.079 529622.152 5245989.442","","https://listdata.thelist.tas.gov.au/opendata/data/INTERIM_PLANNING_SCHEME_ZONE_BOUNDARIES_STATEWIDE.zip",""
"INTERIM_PLANNING_SCHEME_ZONING","STATEWIDE","statewide","INTERIM_PLANNING_SCHEME_ZONING_STATEWIDE.zip","interim_planning_scheme_zoning_statewide.gdb","gdb","gdb;shp;tab","OpenFileGDB","interim_planning_scheme_zoning_statewide","MultiPolygon",743,11,"GDA94 / MGA zone 55 + AHD (Tasmania) height","507203.717 5179466.942 535395.892 5250488.019","","https://listdata.thelist.tas.gov.au/opendata/data/INTERIM_PLANNING_SCHEME_ZONING_STATEWIDE.zip",""
"INTERIM_PLANNING_SCHEME_ZONING","STATEWIDE","statewide","INTERIM_PLANNING_SCHEME_ZONING_STATEWIDE.zip","","shp","gdb;shp;tab","ESRI Shapefile","interim_planning_scheme_zoning_statewide","Polygon",743,11,"GDA94 / MGA zone 55 + AHD (Tasmania) height","507203.717 5179466.942 535395.892 5250488.019","","https://listdata.thelist.tas.gov.au/opendata/data/INTERIM_PLANNING_SCHEME_ZONING_STATEWIDE.zip",""
"LAND_POTENTIAL_SUIT_AGRIC","CIRCULAR_HEAD","lga","LAND_POTENTIAL_SUIT_AGRIC_CIRCULAR_HEAD.zip","municipality_circular_head.gdb","gdb","gdb;shp;tab","OpenFileGDB","municipality_circular_head","MultiPolygon",1,11,"EPSG:28355","257741.073 5384830.457 379030.844 5541402.175","","https://listdata.thelist.tas.gov.au/opendata/data/LAND_POTENTIAL_SUIT_AGRIC_CIRCULAR_HEAD.zip",""
"LAND_POTENTIAL_SUIT_AGRIC","CIRCULAR_HEAD","lga","LAND_POTENTIAL_SUIT_AGRIC_CIRCULAR_HEAD.zip","","shp","gdb;shp;tab","ESRI Shapefile","municipality_circular_head","Polygon",1,9,"EPSG:28355","257741.073 5384830.457 379030.844 5541402.175","","https://listdata.thelist.tas.gov.au/opendata/data/LAND_POTENTIAL_SUIT_AGRIC_CIRCULAR_HEAD.zip",""
"LAND_POTENTIAL_SUIT_AGRIC","STATEWIDE","statewide","LAND_POTENTIAL_SUIT_AGRIC_STATEWIDE.zip","Land_Potential_Suit_Agric_statewide.gdb","gdb","gdb;shp;tab","OpenFileGDB","Land_Potential_Suit_Agric_statewide","MultiPolygon",47462,30,"EPSG:28355","226469.937 5143404.952 627111.828 5661258.733","","https://listdata.thelist.tas.gov.au/opendata/data/LAND_POTENTIAL_SUIT_AGRIC_STATEWIDE.zip",""
"LAND_POTENTIAL_SUIT_AGRIC","STATEWIDE","statewide","LAND_POTENTIAL_SUIT_AGRIC_STATEWIDE.zip","","shp","gdb;shp;tab","ESRI Shapefile","Land_Potential_Suit_Agric_statewide","Polygon",47462,30,"EPSG:28355","226469.937 5143404.952 627111.828 5661258.733","","https://listdata.thelist.tas.gov.au/opendata/data/LAND_POTENTIAL_SUIT_AGRIC_STATEWIDE.zip",""
"LAND_POTENTIAL_SUIT_AGRIC","TASMAN","lga","LAND_POTENTIAL_SUIT_AGRIC_TASMAN.zip","municipality_tasman.gdb","gdb","gdb;shp;tab","OpenFileGDB","municipality_tasman","MultiPolygon",1,11,"EPSG:28355","550393.889 5211324.744 585829.477 5256322.89","","https://listdata.thelist.tas.gov.au/opendata/data/LAND_POTENTIAL_SUIT_AGRIC_TASMAN.zip",""
